Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
"38.106.13","False","True","57306","Asian Art","Painting","","Japan","Edo period (1615–1868)","","","","Artist","","Hokusai School","","","Hokusai School","","","","19th century","1800","1868","Unmounted painting; ink and watercolor on paper","8 3/8 x 11 3/8 in. (21.3 x 28.9 cm)","Fletcher Fund, 1938","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/57306","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"38.106.14","False","True","57307","Asian Art","Painting","","Japan","Edo period (1615–1868)","","","","Artist","","Hokusai School","","","Hokusai School","","","","19th century","1800","1868","Unmounted painting; ink and watercolor on paper","10 5/8 x 15 3/8 in. (27 x 39.1 cm)","Fletcher Fund, 1938","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/57307","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"38.106.15","False","True","57308","Asian Art","Painting","","Japan","Edo period (1615–1868)","","","","Artist","","Hokusai School","","","Hokusai School","","","","19th century","1800","1868","Unmounted painting; ink and watercolor on paper","13 1/4 x 9 5/8 in. (33.7 x 24.4 cm)","Fletcher Fund, 1938","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/57308","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"38.106.16","False","True","57309","Asian Art","Painting","","Japan","Edo period (1615–1868)","","","","Artist","","Hokusai School","","","Hokusai School","","","","19th century","1800","1868","Unmounted painting; ink on paper","10 3/4 x 16 in. (27.3 x 40.6 cm)","Fletcher Fund, 1938","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/57309","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB83","False","True","57390","Asian Art","Illustrated book","","Japan","Meiji period (1868–1912)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1878","1878","1878","Woodblock printed book; ink and color on paper","Overall: 9 1/8 × 6 × 3/8 in. (23.2 × 15.2 × 1 cm)","Rogers Fund, 1932","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57390","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB5","False","True","57540","Asian Art","Illustrated book","Nishikizuri onna sanjūrokkasen|Courtiers and Urchins, frontispiece for the album Brocade Prints of the Thirty-six Poetesses","Japan","Edo period (1615–1868)","","","","Artist|Artist","","Chōbunsai Eishi|Katsushika Hokusai","Japanese, 1756–1829|Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Chōbunsai Eishi|Katsushika Hokusai","Japanese|Japanese","1756      |1760      ","1829      |1849      ","1801","1801","1801","Ink and color on paper","9 7/8 × 7 3/8 × 3/4 in. (25.1 × 18.7 × 1.9 cm)","Rogers Fund, 1918","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57540","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB10a–c","False","True","57544","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist|Artist","","Rokuzotei|Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","(assisting draftsman)","Rokuzotei|Katsushika Hokusai","Japanese","1760      ","1849      ","1802","1802","1802","Three volumes; ink and color on paper","Each: 10 1/4 × 6 3/4 × 1/4 in. (26 × 17.1 × 0.6 cm)","Rogers Fund, 1918","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57544","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB11a–c","False","True","57545","Asian Art","Illustrated books","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1828","1818","1838","Three volumes; ink on paper","9 × 6 1/4 × 1/2 in. (22.9 × 15.9 × 1.3 cm)","Rogers Fund, 1918","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57545","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB12","False","True","57546","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1802","1802","1802","Ink and color on paper","7 1/2 × 5 1/4 × 3/8 in. (19.1 × 13.3 × 1 cm)","Rogers Fund, 1918","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57546","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB13","False","True","57547","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1845","1835","1855","Polychrome woodblock printed book; ink and color on paper","4 7/8 × 7 3/4 × 5/8 in. (12.4 × 19.7 × 1.6 cm)","Rogers Fund, 1918","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57547","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB14","False","True","57548","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1840","1830","1850","Two volumes; ink and color on paper","Each: 9 × 6 1/4 × 3/8 in. (22.9 × 15.9 × 1 cm)","Rogers Fund, 1918","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57548","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB15a–c","False","True","57549","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1803","1793","1813","Three volumes; ink and color on paper","Each: 10 × 6 3/4 × 1/4 in. (25.4 × 17.1 × 0.6 cm)","Rogers Fund, 1918","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57549","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB17","False","True","57550","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1814","1804","1824","Polychrome woodblock prints in a book; ink and color on paper","10 × 13 1/4 × 1/4 in. (25.4 × 33.7 × 0.6 cm)","Rogers Fund, 1918","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57550","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB18","False","True","57551","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1834","1834","1834","Woodblock print; ink on paper","9 × 6 1/4 × 3/8 in. (22.9 × 15.9 × 1 cm)","Rogers Fund, 1918","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57551","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB19a, b","False","True","57552","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1835","1835","1835","Two volumes; woodblock print; ink on paper","Each: 9 × 6 1/4 × 1/2 in. (22.9 × 15.9 × 1.3 cm)","Rogers Fund, 1918","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57552","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB20","False","True","57553","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1847","1837","1857","Woodblock print; ink on paper","9 × 6 1/4 × 3/8 in. (22.9 × 15.9 × 1 cm)","Rogers Fund, 1918","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57553","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB69","False","True","57667","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1811","1811","1811","Woodblock print; ink on paper","8 3/4 × 6 1/16 × 1 in. (22.2 × 15.4 × 2.5 cm)","Gift of Julius Mahn, 1919","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57667","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB80","False","True","57677","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1804","1794","1814","Pentaptych of polychrome woodblock prints","14 1/2 x 48 1/2 in. (36.8 x 123.2 cm)","Rogers Fund, 1918","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57677","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB82","False","True","57678","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1816","1816","1816","Woodblock printed book; ink and color on paper","Overall: 8 7/8 × 6 1/4 × 1/2 in. (22.5 × 15.9 × 1.3 cm)","Rogers Fund, 1931","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57678","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB81.1","False","True","57679","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","after 1828","1828","1868","Woodblock printed book; ink and color on paper","Overall: 9 × 6 1/4 × 3/8 in. (22.9 × 15.9 × 1 cm)","Rogers Fund, 1931","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57679","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB81.2","False","True","57680","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","after 1814","1815","1868","Woodblock printed book; ink and color on paper","9 x 6 1/4 x 1/2 in. (22.9 x 15.9 x 1.3 cm)","Rogers Fund, 1931","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57680","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB81.3","False","True","57681","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","","1615","1868","Woodblock printed book; ink and color on paper","Overall: 9 × 6 1/4 × 3/8 in. (22.9 × 15.9 × 1 cm)","Rogers Fund, 1931","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57681","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB81.4","False","True","57682","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1819","1819","1819","Woodblock printed book; ink and color on paper","Overall: 9 × 6 × 3/8 in. (22.9 × 15.2 × 1 cm)","Rogers Fund, 1931","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57682","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB81.6","False","True","57683","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","","1615","1868","Woodblock printed book; ink and color on paper","Overall: 9 × 6 1/4 × 3/8 in. (22.9 × 15.9 × 1 cm)","Rogers Fund, 1931","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57683","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB81.7","False","True","57684","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1819","1819","1819","Woodblock printed book; ink and color on paper","Overall: 9 × 6 × 3/8 in. (22.9 × 15.2 × 1 cm)","Rogers Fund, 1931","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57684","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB81.8","False","True","57685","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1817","1817","1817","Woodblock printed book; ink and color on paper","Overall: 9 × 6 × 3/8 in. (22.9 × 15.2 × 1 cm)","Rogers Fund, 1931","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57685","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB81.9","False","True","57686","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1819","1819","1819","Woodblock printed book; ink and color on paper","Overall: 9 × 6 1/4 × 3/8 in. (22.9 × 15.9 × 1 cm)","Rogers Fund, 1931","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57686","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB81.10","False","True","57687","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1819","1819","1819","Woodblock printed book; ink and color on paper","Overall: 9 × 6 × 3/8 in. (22.9 × 15.2 × 1 cm)","Rogers Fund, 1931","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57687","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB81.11","False","True","57688","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","","1615","1868","Woodblock printed book; ink and color on paper","Overall: 9 × 6 1/4 × 3/8 in. (22.9 × 15.9 × 1 cm)","Rogers Fund, 1931","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57688","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB81.12","False","True","57689","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1834","1834","1834","Woodblock printed book; ink and color on paper","Overall: 9 × 6 1/4 × 3/8 in. (22.9 × 15.9 × 1 cm)","Rogers Fund, 1931","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57689","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB81.13","False","True","57741","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1849","1839","1859","Woodblock printed book; ink and color on paper","Overall (JIB81.13 and .14 combined): 9 × 6 1/4 × 3/4 in. (22.9 × 15.9 × 1.9 cm)","Rogers Fund, 1931","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57741","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB81.14","False","True","57742","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1875–78","1875","1878","Woodblock printed book; ink and color on paper","See JIB81.13","Rogers Fund, 1931","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57742","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB106","False","True","57791","Asian Art","Illustrated books","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1833","1833","1833","Five volumes; ink on paper","Each: 9 × 6 3/16 × 1/4 in. (22.9 × 15.7 × 0.6 cm)","The Howard Mansfield Collection, Gift of Howard Mansfield, 1936","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57791","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB108","False","True","57793","Asian Art","Illustrated book","富岳百景|Mount Fuji of the Mists (Vol. 1); Mount Fuji of the Ascending Dragon (Vol. 2)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1834–35","1834","1835","Woodblock print (first and second volumes with 100 pages of illustrations); ink and color on paper","9 x 6 1/4 in. (22.9 x 15.9 cm)","The Howard Mansfield Collection, Gift of Howard Mansfield, 1936","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57793","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB109","False","True","57794","Asian Art","Illustrated book","富岳百景|Fugaku Hyakkei","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1834–35","1834","1835","Woodblock print; ink and color on paper","9 × 6 1/4 × 3/8 in. (22.9 × 15.9 × 1 cm)","The Howard Mansfield Collection, Gift of Howard Mansfield, 1936","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57794","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB110","False","True","57796","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1850","1850","1850","Ink on paper","8 7/8 × 6 1/4 × 3/8 in. (22.5 × 15.9 × 1 cm)","The Howard Mansfield Collection, Gift of Howard Mansfield, 1936","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57796","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB111a–k","False","True","57804","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","","1615","1868","Eleven volumes of Woodblock printed books; ink and color on paper","Overall (each volume): 8 15/16 x 6 1/4 x 1/2 in. (22.7 x 15.8 x 1.3 cm)
Image: 7 x 4 7/8 in. (17.8 x 12.4 cm)","The Howard Mansfield Collection, Gift of Howard Mansfield, 1936","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57804","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB112","False","True","57805","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1834","1834","1834","Woodblock printed book; ink and color on paper","Overall: 9 × 6 1/4 × 1/2 in. (22.9 × 15.9 × 1.3 cm)","The Howard Mansfield Collection, Gift of Howard Mansfield, 1936","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57805","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB120","False","True","57812","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1818","1818","1818","Ink on paper","10 1/2 × 7 1/16 × 3/8 in. (26.7 × 17.9 × 1 cm)","The Howard Mansfield Collection, Gift of Howard Mansfield, 1936","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57812","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB126","False","False","57818","Asian Art","Illustrated book","Kyōka Sandara-kasumi|Mountain Teahouse, from The Mist of of Sandara","Japan","Edo period (1615–1868)","","","","Calligrapher|Artist|Artist|Artist","","Nagasawa Kosai|Katsushika Hokusai|Hasegawa Settan|Kitao Shigemasa","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)|Japanese, 1778–1843|Japanese, 1739–1820","","Nagasawa Kosai|Katsushika Hokusai|Hasegawa Settan|Kitao Shigemasa","Japanese|Japanese|Japanese","1760      |1778      |1739      ","1849      |1843      |1820      ","1798","1798","1798","Polychrome woodblock print in an album; ink and color on paper","8 3/4 × 6 1/4 × 3/8 in. (22.2 × 15.9 × 1 cm)","The Howard Mansfield Collection, Gift of Howard Mansfield, 1936","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57818","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB142a–h","False","False","57833","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","probably 1834","1834","1834","Eight volumes of woodblock printed books; ink and color on paper","9 x 6 1/4 in. (22.9 x 15.9 cm)","Bequest of W. Gedney Beatty, 1941","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57833","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB158a–c","False","False","57849","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1834–35","1834","1835","Ink on paper","9 1/4 x 6 1/4 in. (23.5 x 15.9 cm)","Bequest of W. Gedney Beatty, 1941","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57849","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB180","False","False","57910","Asian Art","Illustrated Book","","Japan","","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","","1760","1849","Ink on paper","L. 9 3/8 in. (23.8 cm); W. 6 5/16 in. (16 cm); Th. 1/2 in. (1.3 cm)","Gift of Mrs. Gerhard Wedekind, in Memory of Gerhard Wedekind, 1971","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57910","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JIB181.1–.12","False","False","57911","Asian Art","Illustrated book","","Japan","","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1912 edition","1912","1912","Twelve volumes of Woodblock printed books; ink and color on paper","9 3/8 x 6 5/16 x 1/2 in. (23.8 x 16 x 1.3 cm)","Gift of Mrs. Gerhard Wedekind, in Memory of Gerhard Wedekind, 1971","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/57911","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"SL.16.2014.1.89","False","False","78563","Asian Art","Hanging scroll","源頼政の鵺退治図|Minamoto no Yorimasa  Aiming an Arrow","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1847–49","1847","1849","Hanging scroll; ink and color on silk","Image: 39 in. × 16 5/8 in. (99 × 42.2 cm)
Overall with mounting: 75 9/16 × 21 15/16 in. (192 × 55.8 cm)","Lent by Feinberg Collection","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/78563","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"2013.710a, b","False","True","78631","Asian Art","Illustrated books","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1802","1797","1807","Set of two woodblock printed books; ink and color on paper","each: 10 1/2 × 6 7/8 in. (26.6 × 17.5 cm)","Purchase, Mary and James G. Wallach Foundation Gift, 2013","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/78631","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"2013.711","False","True","78632","Asian Art","Illustrated book","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1799","1799","1799","Woodblock printed book; ink on paper","10 7/16 × 7 1/16 in. (26.5 × 18 cm)","Purchase, Mary and James G. Wallach Foundation Gift, 2013","","","","","","","","","","","","Illustrated Books","","http://www.metmuseum.org/art/collection/search/78632","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
