Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
"JP29a–e","False","True","36483","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1804","1794","1814","Pentaptych of polychrome woodblock prints; ink and color on paper","Oban, pentaptych: 14 15/32 x 48 1/2 in. (36.8 x 123.2 cm)","Rogers Fund, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/36483","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2","False","True","36484","Asian Art","Woodblock print","諸國瀧廻リ　相州大山ろうべんの瀧|Rōben Waterfall at Ōyama in Sagami Province (Sōshū Ōyama Rōben no taki), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1827","1817","1837","Polychrome woodblock print; ink and color on paper","14 3/4 x 10 1/4 in. (37.5 x 26 cm)","Rogers Fund, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/36484","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP3","False","True","36485","Asian Art","Woodblock print","百人一首　うはかゑとき　持統天皇|Poem by Jitō Tenno (Empress Jitō), from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1839","1839","1839","Polychrome woodblock print; ink and color on paper","10 1/8 x 14 3/4 in. (25.7 x 37.5 cm)","Rogers Fund, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/36485","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP4","False","True","36486","Asian Art","Woodblock print","百人一首　乳母かゑとき　柿本人麿|Poem by Kakinomoto Hitomaro, from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1839","1839","1839","Polychrome woodblock print; ink and color on paper","9 7/8 x 14 in. (25.1 x 35.6 cm)","Rogers Fund, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/36486","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP5","False","True","36487","Asian Art","Woodblock print","百人一首　うはかゑとき　菅家|Poem by Kanke (Sugawara Michizane), from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1839","1829","1849","Polychrome woodblock print; ink and color on paper","10 x 14 3/5 in. (25.4 x 37.1 cm)","Rogers Fund, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/36487","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP7","False","True","36488","Asian Art","Woodblock print","百人一首　姥か恵と起　大中臣能宣朝臣|Poem by Ōnakatomi no Yoshinobu Ason, from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1839","1839","1839","Polychrome woodblock print; ink and color on paper","10 x 14 1/8 in. (25.4 x 35.9 cm)","Rogers Fund, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/36488","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP8","False","True","36489","Asian Art","Print","諸國名橋奇覧　すほうの国きんたいはし|Kintai Bridge in Suō Province (Suō no kuni Kintaibashi), from the series Remarkable Views of Bridges in Various Provinces (Shokoku meikyō kiran)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1827–30","1827","1830","Polychrome woodblock print; ink and color on paper","10 7/32 x 15 7/32 in. (26.0 x 38.7 cm)","Rogers Fund, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/36489","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP9","False","True","36490","Asian Art","Woodblock print","「富嶽三十六景　凱風快晴」|South Wind, Clear Sky (Gaifū kaisei), also known as Red Fuji, from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","9 5/8 x 14 in. (24.4 x 35.6 cm)","Rogers Fund, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/36490","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP10","False","True","36491","Asian Art","Woodblock print","冨嶽三十六景　神奈川沖浪裏|Under the Wave off Kanagawa (Kanagawa oki nami ura), also known as The Great Wave, from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","9 5/8 x 14 1/16 in. (24.4 x 35.7 cm)","Rogers Fund, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/36491","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP11","False","True","36492","Asian Art","Woodblock print","冨嶽三十六景　山下白雨|Storm below Mount Fuji (Sanka no haku u), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","10 1/8 x 15 1/8 in. (25.7 x 38.4 cm)","Rogers Fund, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/36492","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP12","False","True","36493","Asian Art","Woodblock print","冨嶽三十六景　駿州江尻|Ejiri in Suruga Province (Sunshū Ejiri), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","10 x 14 3/5 in. (25.4 x 37.1 cm)","Rogers Fund, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/36493","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP13","False","True","36494","Asian Art","Woodblock print","冨嶽三十六景　身延川裏不二|View from the Other Side of Fuji from the Minobu River (Minobugawa ura Fuji), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","9 7/8 x 14 3/4 in. (25.1 x 37.5 cm)","Rogers Fund, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/36494","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP14","False","True","36495","Asian Art","Woodblock print","冨嶽三十六景　甲州三坂水面|Reflection in Lake at Misaka in Kai Province (Kōshū Misaka suimen), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","9 4/5 x 14 9/16 in. (24.9 x 37.0 cm)","Rogers Fund, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/36495","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP15","False","True","36496","Asian Art","Woodblock print","冨嶽三十六景　相州七里浜|Shichirigahama in Sagami Province (Sōshū Shichirigahama), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","10 1/8 x 15 in. (25.7 x 38.1 cm)","Rogers Fund, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/36496","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP16","False","True","36497","Asian Art","Woodblock print","冨嶽三十六景　武州玉川|Tama River in Musashi Province (Bushū Tamagawa), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","10 1/8 x 14 3/4 in. (25.7 x 37.5 cm)","Rogers Fund, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/36497","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP17","False","True","36498","Asian Art","Woodblock print","冨嶽三十六景　相州箱根湖水|The Lake at Hakone in Sagami Province (Sōshū Hakone kosui), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","10 1/8 x 15 in. (25.7 x 38.1 cm)","Rogers Fund, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/36498","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP18","False","True","36499","Asian Art","Woodblock print","冨嶽三十六景　甲州三島越|Mishima Pass in Kai Province (Kōshū Mishima goe), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1832","Polychrome woodblock print; ink and color on paper","9 3/5 x 14 3/8 in. (24.4 x 36.5 cm)","Rogers Fund, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/36499","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP19","False","True","36500","Asian Art","Woodblock print","冨嶽三十六景　尾州不二見原|Fujimigahara in Owari Province (Bishū Fujimigahara), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","9 15/32 x 15 5/16 in. (24.1 x 38.9 cm)","Rogers Fund, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/36500","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP20","False","True","36501","Asian Art","Woodblock print","「冨嶽三十六景　相州梅沢左」|“Umezawa Manor in Sagami Province,” from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei, Sōshū Umezawa zai)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","10 1/8 x 15 1/8 in. (25.7 x 38.4 cm)","Rogers Fund, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/36501","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP21","False","True","36502","Asian Art","Woodblock print","冨嶽三十六景　上総の海路|At Sea off Kazusa (Kazusa no kairo), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","10 3/32 x 14 3/4 in. (25.6 x 37.5 cm)","Rogers Fund, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/36502","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP22","False","True","36503","Asian Art","Woodblock print","冨嶽三十六景　相州江の島|Enoshima in Sagami Province (Sōshū Enoshima), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","10 1/8 x 14 7/8 in. (25.7 x 37.8 cm)","Rogers Fund, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/36503","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP23","False","True","36504","Asian Art","Woodblock print","冨嶽三十六景　武陽佃島|Tsukudajima in Musashi Province (Buyō Tsukudajima), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","10 1/5 x 15 1/8 in. (25.9 x 38.4 cm)","Rogers Fund, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/36504","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP24","False","True","36505","Asian Art","Woodblock print","冨嶽三十六景　遠江山中|In the Mountains of Tōtomi Province (Tōtomi sanchū), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper
","9 15/32 x 14 3/5 in. (24.1 x 37.1 cm)","Rogers Fund, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/36505","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP25","False","True","36506","Asian Art","Woodblock print","冨嶽三十六景　遠江山中|In the Mountains of Tōtomi Province (Tōtomi sanchū), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1830","1832","Polychrome woodblock print; ink and color on paper","9 3/5 x 14 29/32 in. (24.4 x 37.9 cm)","Rogers Fund, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/36506","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP26","False","True","36507","Asian Art","Woodblock print","冨嶽三十六景　武陽佃島|Tsukudajima in Musashi Province (Buyō Tsukudajima), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","9 15/32 x 14 3/8 in. (24.1 x 36.5 cm)","Rogers Fund, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/36507","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP27","False","True","36508","Asian Art","Woodblock print","冨嶽三十六景　常州牛掘|Ushibori in Hitachi Province (Jōshū Ushibori), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","9 11/16 x 14 7/16 in. (24.6 x 36.7 cm)","Rogers Fund, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/36508","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP28","False","True","36509","Asian Art","Woodblock print","冨嶽三十六景　青山円座松|Cushion Pine at Aoyama (Aoyama enza no matsu), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","10 x 15 in. (25.4 x 38.1 cm)","Rogers Fund, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/36509","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP660","False","True","37107","Asian Art","Woodblock print","雪松に鶴|Cranes on Branch of Snow-covered Pine","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","late 1820s","1825","1829","Polychrome woodblock print; ink and color on paper","20 3/8 x 9 1/8 in. (51.8 x 23.2 cm)","The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911 Purchase, Frederick C. Hewitt Fund, 1911","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/37107","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP741","False","True","37189","Asian Art","Print","高根山与一右ェ門　千田川吉五郎|The Sumo Wrestlers Takaneyama Yoichiemon and Sendagawa Kichigorō","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1790–93","1790","1793","Polychrome woodblock print; ink and color on paper","H. 12 1/3 ( 30.6 cm; W.  5 3/32 in. (12.9 cm)","The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/37189","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP742","False","True","37190","Asian Art","Print","和田原甚四郎　花項山五郎吉|The Sumo Wrestlers Wadagahara Jinshirō and Kachōzan Gorokichi","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1783","1773","1793","Polychrome woodblock print; ink and color on paper","12 1/32 x 5 3/32 in. (30.6 x 12.9 cm)","The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/37190","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP743","False","True","37191","Asian Art","Print","唐子書画図|Chinese Boys Learning to Write and Paint","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1785","1775","1795","Polychrome woodblock print; ink and color on paper","15 3/8 x 10 1/8 in. (39.1 x 25.7 cm)","The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/37191","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP747","False","True","37192","Asian Art","Print","葛飾北斎画　燕子花|Grasshopper and Iris","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","late 1820s","1824","1829","Polychrome woodblock print; ink and color on paper","Overall: 9 3/4 x 14 3/16in. (24.8 x 36 cm)","The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/37192","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP748","False","True","37193","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1835","1825","1845","Polychrome woodblock print; ink and color on paper","7 31/32 x 12 1/2 in. (20.3 x 31.8 cm)","The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/37193","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1331","False","True","37319","Asian Art","Woodblock print","冨嶽三十六景　御厩川岸より両国橋夕陽見|Viewing the Sunset over Ryōgoku Bridge from the Onmaya Embankment (Onmayagashi yori Ryōgokubashi sekiyō o miru), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1823","1843","Polychrome woodblock print; ink and color on paper","9 15/16 x 14 11/16 in. (25.2 x 37.3 cm)","Rogers Fund, 1922","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/37319","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1334","False","True","37320","Asian Art","Woodblock print","冨嶽三十六景　駿州片倉茶園の不二|Fuji from the Katakura Tea Fields in Suruga (Sunshū Katakura chaen no Fuji), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","H. 9 13/16 in. (24.9 cm); W. 14 5/8 in. (37.1 cm)","Rogers Fund, 1922","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/37320","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1335","False","True","37321","Asian Art","Woodblock print","冨嶽三十六景　五百らかん寺さざゐどう|Sazai Hall at the Temple of the Five Hundred Arhats (Gohyaku Rakanji Sazaidō), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","H. 10 1/16 in. (25.6 cm); W. 14 5/8 in. (37.1 cm)","Rogers Fund, 1922","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/37321","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1336","False","True","37322","Asian Art","Woodblock print","冨嶽三十六景　隠田の水車|The Waterwheel at Onden (Onden no suisha), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","H. 10 in. (25.4 cm); W. 14 7/8 in. (37.8 cm)","Rogers Fund, 1922","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/37322","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1339","False","True","37323","Asian Art","Woodblock print","百人一首　宇波か縁説　藤原道信朝臣|Poem by Fujiwara no Michinobu Ason, from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1839","1839","1839","Polychrome woodblock print; ink and color on paper","H. 9 15/16 in. (25.2 cm); W. 14 3/8 in. (36.5 cm)","Rogers Fund, 1922","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/37323","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1340","False","True","37324","Asian Art","Woodblock print","百人一首　うばがゑとき　伊勢|Poem by Ise, from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1839","1839","1839","Polychrome woodblock print; ink and color on paper","H. 9 15/16 in. (25.2 cm); W. 14 3/8 in. (36.5 cm)","Rogers Fund, 1922","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/37324","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
